Title,Location,Price,Area,Room,Brokerage Firm,Brokerage Firm link
Apartment Marnixstraat,            1016 TC Amsterdam (Jordaan)        ,"                €5,500 per month            ",143 m²,3 rooms,City Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/city-housing-amsterdam
House A. Reitsmakade,            1060 RJ Amsterdam (Middelveldsche Akerpolder)        ,"                €3,600 per month            ",140 m²,5 rooms,Amsterdam Property Renting ,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-property-renting
Apartment Prinsenstraat 12 A,            1015 DC Amsterdam (Grachtengordel-West)        ,"                €2,500 per month            ",90 m²,3 rooms,Dutch Housing Centre BV ,https://www.pararius.com/real-estate-agents/amsterdam/dutch-housing-centre-bv
Apartment Derde Kostverlorenkade 23 III+IV,            1054 TP Amsterdam (Overtoomse Sluis)        ,"                €2,500 per month            ",112 m²,3 rooms,Dutch Housing Centre BV ,https://www.pararius.com/real-estate-agents/amsterdam/dutch-housing-centre-bv
Apartment Leidsekade,            1017 PM Amsterdam (De Weteringschans)        ,"                €2,750 per month            ",66 m²,2 rooms,Compass Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/compass-housing-amsterdam
Apartment Leidsekade,            1017 PM Amsterdam (De Weteringschans)        ,"                €2,750 per month            ",80 m²,2 rooms,Compass Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/compass-housing-amsterdam
Apartment Eerste Jan Steenstraat,            1072 NN Amsterdam (Oude Pijp)        ,"                €1,950 per month            ",55 m²,3 rooms,Expats. Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expats-amsterdam-rentals-2
Apartment Looiersgracht 26,            1016 VS Amsterdam (Jordaan)        ,"                €2,400 per month            ",100 m²,3 rooms,Amsterdam Wonen ,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-wonen-2
Apartment Eerste Jan van der Heijdenstraat,            1072 TR Amsterdam (Oude Pijp)        ,"                €2,750 per month            ",84 m²,3 rooms,Valerius Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/valerius-rentals
Apartment Lambertus Zijlplein,            1067 JS Amsterdam (Geuzenveld)        ,"                €2,000 per month            ",80 m²,3 rooms,Imperio Vastgoed ,https://www.pararius.com/real-estate-agents/koog-aan-de-zaan/imperio-vastgoed
Apartment Prinsengracht 657 D,            1016 HV Amsterdam (Grachtengordel-West)        ,"                €1,600 per month            ",45 m²,2 rooms,Yourhome Makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/yourhome-makelaars
Apartment Van Tuyll van Serooskerkenweg,            1076 JD Amsterdam (Stadionbuurt)        ,"                €2,500 per month            ",70 m²,4 rooms,Expathousing.com (Amsterdam) ,https://www.pararius.com/real-estate-agents/amsterdam/expathousing-com-amsterdam
House Nieuwendammerdijk,            1023 BN Amsterdam (Nieuwendammerdijk/Buiksloterdijk)        ,"                €4,000 per month            ",160 m²,5 rooms,Nieuw Amsterdams Huys ,https://www.pararius.com/real-estate-agents/amsterdam/nieuw-amsterdams-huys
Apartment Barentszplein,            1013 NJ Amsterdam (Spaarndammer- en Zeeheldenbuurt)        ,"                €1,950 per month            ",60 m²,2 rooms,Keizerskroon makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/keizerskroon-makelaars-2
Apartment Jozef Israëlskade 12 A,            1072 RT Amsterdam (Nieuwe Pijp)        ,"                €2,600 per month            ",84 m²,3 rooms,Grand Relocation ,https://www.pararius.com/real-estate-agents/amsterdam/grand-relocation
Apartment Jan den Haenstraat,            1055 WB Amsterdam (Landlust)        ,"                €2,500 per month            ",90 m²,3 rooms,Interhouse verhuurmakelaars Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/interhouse-verhuurmakelaars-amsterdam
Studio Bos en Lommerplantsoen 27 C,            1055 AA Amsterdam (De Kolenkit)        ,"                €1,447 per month            ",30 m²,1 room,ViaDaan ,https://www.pararius.com/real-estate-agents/eindhoven/viadaan-nijmegen
Apartment Van Woustraat,            1074 AG Amsterdam (Nieuwe Pijp)        ,"                €1,250 per month            ",37 m²,2 rooms,RE/MAX Pro ,https://www.pararius.com/real-estate-agents/amsterdam/re-max-pro
Apartment Rijnsburgstraat,            1059 AX Amsterdam (Hoofddorppleinbuurt)        ,"                €1,795 per month            ",59 m²,3 rooms,Expathousing.com (Amsterdam) ,https://www.pararius.com/real-estate-agents/amsterdam/expathousing-com-amsterdam
Apartment Revaleiland 49,            1014 ZG Amsterdam (Houthavens)        ,"                €2,250 per month            ",81 m²,3 rooms,Dutch Housing Centre BV ,https://www.pararius.com/real-estate-agents/amsterdam/dutch-housing-centre-bv
Apartment Van Eeghenstraat 103 2,            1071 EZ Amsterdam (Museumkwartier)        ,"                €5,000 per month            ",204 m²,6 rooms,Broersma Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/broersma-makelaardij
Apartment Nieuwezijds Voorburgwal 118 E,            1012 SH Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,000 per month            ",95 m²,3 rooms,FRIS Vastgoed Management ,https://www.pararius.com/real-estate-agents/amsterdam/fris-vastgoed-management-amsterdam
Apartment Marnixstraat 341,            1016 TD Amsterdam (Jordaan)        ,"                €2,350 per month            ",80 m²,3 rooms,Expats. Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expats-amsterdam-rentals-2
House Bongart,            1082 BB Amsterdam (Buitenveldert-West)        ,"                €2,450 per month            ",110 m²,4 rooms,Rotsvast Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/rotsvast-amsterdam
Apartment Leidsekade,            1016 CW Amsterdam (Jordaan)        ,"                €3,000 per month            ",130 m²,3 rooms,NOORESTATE ,https://www.pararius.com/real-estate-agents/amsterdam/noorestate-amsterdam
Apartment Roerstraat,            1078 LL Amsterdam (Scheldebuurt)        ,"                €2,300 per month            ",75 m²,3 rooms,Ramón Mossel Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/ramon-mossel-makelaardij-amsterdam-2
Apartment Sarphatipark 83 H,            1073 CT Amsterdam (Oude Pijp)        ,"                €3,500 per month            ",150 m²,5 rooms,JLG Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/jlg-real-estate
Apartment IJdok 91 *,            1013 MM Amsterdam (Haarlemmerbuurt)        ,"                €3,250 per month            ",130 m²,3 rooms,A1 Executive Estate ,https://www.pararius.com/real-estate-agents/amsterdam/a1-executive-estate
Apartment Pieter de Hoochstraat 34 hs,            1071 EG Amsterdam (Museumkwartier)        ,"                €8,500 per month            ",175 m²,5 rooms,Broersma Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/broersma-makelaardij
Apartment Jacques Veltmanstraat,            1065 EG Amsterdam (Slotervaart Zuid)        ,"                €2,500 per month            ",128 m²,4 rooms,BenS Makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/bens-makelaars
Apartment Rinus Michelslaan,            1061 MB Amsterdam (De Kolenkit)        ,"                €2,200 per month            ",61 m²,3 rooms,Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-rentals
Apartment Marnixstraat,            1016 TC Amsterdam (Jordaan)        ,"                €5,500 per month            ",143 m²,3 rooms,City Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/city-housing-amsterdam
Apartment Nieuwe Prinsengracht,            1018 VT Amsterdam (Weesperbuurt/Plantage)        ,"                €2,100 per month            ",75 m²,2 rooms,City Homes ,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-city-homes
Apartment Overtoom 552 3,            1054 LM Amsterdam (Overtoomse Sluis)        ,"                €1,895 per month            ",68 m²,4 rooms,LIV Residential ,https://www.pararius.com/real-estate-agents/amsterdam/liv-residential-amsterdam-4
Apartment Prinsengracht,            1017 KG Amsterdam (De Weteringschans)        ,"                €2,375 per month            ",95 m²,3 rooms,Inxxx Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/inxxx-rentals
Apartment Van Ostadestraat,            1074 VW Amsterdam (Nieuwe Pijp)        ,"                €2,000 per month            ",43 m²,3 rooms,BIC Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/bic-makelaardij
House Den Texstraat,            1017 ZC Amsterdam (De Weteringschans)        ,"                €3,000 per month            ",125 m²,4 rooms,123Wonen Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/123wonen-amsterdam
Apartment Osdorper Ban,            1069 GA Amsterdam (Osdorp-Midden)        ,"                €2,150 per month            ",120 m²,4 rooms,Expats. Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expats-amsterdam-rentals-2
Apartment Prinsengracht,            1017 KP Amsterdam (Grachtengordel-Zuid)        ,"                €2,150 per month            ",100 m²,2 rooms,Interhouse verhuurmakelaars Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/interhouse-verhuurmakelaars-amsterdam
Apartment Hoofdweg 893,            1055 SC Amsterdam (De Kolenkit)        ,"                €1,950 per month            ",82 m²,3 rooms,HousingNet ,https://www.pararius.com/real-estate-agents/amsterdam/housingnet
Apartment Dirk Schäferstraat 33 1,            1076 BB Amsterdam (Prinses Irenebuurt e.o.)        ,"                €2,250 per month            ",95 m²,3 rooms,Prinsen Residence International ,https://www.pararius.com/real-estate-agents/amsterdam/prinsen-residence-international
Apartment Admiralengracht,            1057 ET Amsterdam (Hoofdweg e.o.)        ,"                €1,850 per month            ",54 m²,3 rooms,BIC Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/bic-makelaardij
Apartment Pieter Oosterhuisstraat,            1087 HT Amsterdam (IJburg Zuid)        ,"                €2,350 per month            ",112 m²,3 rooms,Expats. Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expats-amsterdam-rentals-2
Apartment Van Breestraat,            1071 ZW Amsterdam (Museumkwartier)        ,"                €1,950 per month            ",68 m²,2 rooms,Expats. Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expats-amsterdam-rentals-2
Apartment Marco Polostraat,            1057 WR Amsterdam (Hoofdweg e.o.)        ,"                €1,850 per month            ",55 m²,2 rooms,Expats. Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expats-amsterdam-rentals-2
Apartment Van Tuyll van Serooskerkenweg 146 2,            1076 JT Amsterdam (Stadionbuurt)        ,"                €2,490 per month            ",85 m²,4 rooms,Huizenbalie.nl ,https://www.pararius.com/real-estate-agents/tilburg/huizenbalie-nl
Apartment Koningslaan 39 E,            1075 AB Amsterdam (Willemspark)        ,"                €4,350 per month            ",103 m²,3 rooms,Broersma Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/broersma-makelaardij
Apartment Van Boshuizenstraat 161,            1083 AT Amsterdam (Buitenveldert-Oost)        ,"                €1,600 per month            ",70 m²,3 rooms,Yourhome Makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/yourhome-makelaars
Apartment Ferdinand Bolstraat 136 A,            1072 LR Amsterdam (Oude Pijp)        ,"                €3,250 per month            ",68 m²,3 rooms,Mid-stay Apartments ,https://www.pararius.com/real-estate-agents/amsterdam/mid-stay-apartments
Apartment Tweede Helmersstraat 22 2,            1054 CJ Amsterdam (Helmersbuurt)        ,"                €2,150 per month            ",65 m²,2 rooms,Parker & Williams Real Estate Services ,https://www.pararius.com/real-estate-agents/amsterdam/parker-williams-real-estate-services
Apartment De Wittenkade,            1052 AC Amsterdam (Staatsliedenbuurt)        ,"                €2,750 per month            ",130 m²,5 rooms,Expats. Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expats-amsterdam-rentals-2
Apartment Rietwijkerstraat,            1059 VV Amsterdam (Hoofddorppleinbuurt)        ,"                €2,500 per month            ",113 m²,6 rooms,Rebid ,https://www.pararius.com/real-estate-agents/amsterdam/rebid
Apartment Evertsweertplantsoen 22,            1069 RL Amsterdam (Osdorp-Midden)        ,"                €1,995 per month            ",60 m²,2 rooms,ViaDaan ,https://www.pararius.com/real-estate-agents/eindhoven/viadaan-nijmegen
House Domela Nieuwenhuisstraat,            1069 SH Amsterdam (Osdorp-Midden)        ,"                €2,950 per month            ",144 m²,5 rooms,RE/MAX Pro ,https://www.pararius.com/real-estate-agents/amsterdam/re-max-pro
Apartment Termini 287,            1025 XM Amsterdam (Buikslotermeer)        ,"                €1,275 per month            ",62 m²,2 rooms,LIV Residential ,https://www.pararius.com/real-estate-agents/amsterdam/liv-residential-amsterdam-4
Apartment Termini 365,            1025 XM Amsterdam (Buikslotermeer)        ,"                €1,520 per month            ",78 m²,3 rooms,LIV Residential ,https://www.pararius.com/real-estate-agents/amsterdam/liv-residential-amsterdam-4
Apartment Termini 345,            1025 XM Amsterdam (Buikslotermeer)        ,"                €1,520 per month            ",76 m²,3 rooms,LIV Residential ,https://www.pararius.com/real-estate-agents/amsterdam/liv-residential-amsterdam-4
Apartment Recht Boomssloot 30 sous,            1011 EB Amsterdam (Nieuwmarkt/Lastage)        ,"                €1,700 per month            ",52 m²,2 rooms,BrinkBorgh Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/brinkborgh-makelaardij
Apartment Koninginneweg 144 III,            1075 ED Amsterdam (Willemspark)        ,"                €2,700 per month            ",90 m²,4 rooms,Engel en Volkers Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/engel-en-volkers-amsterdam-3
Apartment Den Texstraat,            1017 XW Amsterdam (De Weteringschans)        ,"                €2,500 per month            ",66 m²,3 rooms,Brinkman Fine Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/brinkman-fine-real-estate
Apartment Stadionkade,            1076 BK Amsterdam (Stadionbuurt)        ,"                €2,350 per month            ",100 m²,3 rooms,City Homes ,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-city-homes
Apartment Brouwersgracht 248 F,            1013 HE Amsterdam (Haarlemmerbuurt)        ,"                €1,800 per month            ",62 m²,2 rooms,Van Keulen Beheer B.V. ,https://www.pararius.com/real-estate-agents/blaricum/van-keulen-beheer-b-v
Apartment Marnixstraat,            1016 TC Amsterdam (Jordaan)        ,"                €5,500 per month            ",143 m²,3 rooms,City Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/city-housing-amsterdam
Apartment Laing's Nekstraat,            1092 KZ Amsterdam (Transvaalbuurt)        ,"                €2,350 per month            ",92 m²,4 rooms,Relocation Advisers B.V. ,https://www.pararius.com/real-estate-agents/amsterdam/relocation-advisers-b-v
Apartment Tweede Atjehstraat,            1094 LJ Amsterdam (Indische Buurt West)        ,"                €2,450 per month            ",100 m²,5 rooms,Rebid ,https://www.pararius.com/real-estate-agents/amsterdam/rebid
Apartment Haarlemmerweg 267 B,            1051 NW Amsterdam (Centrale Markt)        ,"                €1,995 per month            ",86 m²,3 rooms,Koops Makelaardij Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/koops-makelaardij-amsterdam
House Zuideinde,            1035 PM Amsterdam (Oostzanerwerf)        ,"                €3,000 per month            ",200 m²,7 rooms,Out Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/out-amsterdam
Apartment Jan Luijkenstraat,            1071 CK Amsterdam (Museumkwartier)        ,"                €7,000 per month            ",208 m²,6 rooms,Valerius Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/valerius-rentals
Apartment Brouwersgracht 829,            1015 GK Amsterdam (Jordaan)        ,"                €3,450 per month            ",125 m²,4 rooms,AmsterHomes ,https://www.pararius.com/real-estate-agents/amsterdam/amsterhomes
Apartment Mary van der Sluisstraat 306,            1095 ME Amsterdam (Zeeburgereiland/Nieuwe Diep)        ,"                €1,800 per month            ",74 m²,3 rooms,KK Amsterdam ,https://www.pararius.com/real-estate-agents/diemen/kk-amsterdam
Apartment Vrijzicht 56,            1068 CE Amsterdam (Osdorp-Oost)        ,"                €1,892 per month            ",100 m²,3 rooms,Allround Housing ,https://www.pararius.com/real-estate-agents/amsterdam/allround-housing
Apartment Maasstraat 87 2,            1078 HG Amsterdam (Scheldebuurt)        ,"                €2,450 per month            ",67 m²,3 rooms,Renthouse Vastgoed ,https://www.pararius.com/real-estate-agents/amsterdam/renthouse-vastgoed
Apartment Prinsengracht,            1016 HP Amsterdam (Grachtengordel-West)        ,"                €6,000 per month            ",177 m²,4 rooms,NOORESTATE ,https://www.pararius.com/real-estate-agents/amsterdam/noorestate-amsterdam
Apartment Biesboschstraat,            1078 MS Amsterdam (Scheldebuurt)        ,"                €1,200 per month            ",39 m²,2 rooms,Tolsma Vastgoed Beheer ,https://www.pararius.com/real-estate-agents/amsterdam/tolsma-vastgoed-beheer
Apartment Grensstraat 18 2,            1091 SZ Amsterdam (Weesperzijde)        ,"                €1,850 per month            ",65 m²,2 rooms,Henk Burger Makelaardij ,https://www.pararius.com/real-estate-agents/amstelveen/henk-burger-makelaardij
Apartment Van Suchtelen van de Haarestraat 26,            1068 GV Amsterdam (Osdorp-Oost)        ,"                €2,100 per month            ",82 m²,4 rooms,ViaDaan ,https://www.pararius.com/real-estate-agents/eindhoven/viadaan-nijmegen
Apartment Orteliusstraat 180 3,            1057 BK Amsterdam (Hoofdweg e.o.)        ,"                €2,450 per month            ",87 m²,4 rooms,Grand Relocation ,https://www.pararius.com/real-estate-agents/amsterdam/grand-relocation
Apartment Witte de Withstraat,            1057 ZK Amsterdam (Chassébuurt)        ,"                €6,000 per month            ",125 m²,4 rooms,I-housing ,https://www.pararius.com/real-estate-agents/amsterdam/i-housing
Apartment Tweede Van der Helststraat,            1073 AE Amsterdam (Nieuwe Pijp)        ,"                €2,450 per month            ",65 m²,3 rooms,Van Maarschalkerwaart Makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/van-maarschalkerwaart-makelaars
Apartment Cornelis Schuytstraat,            1071 JG Amsterdam (Museumkwartier)        ,"                €8,250 per month            ",150 m²,3 rooms,TVN Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/tvn-real-estate
Apartment Oeverpad 173,            1068 PH Amsterdam (Osdorp-Oost)        ,"                €2,500 per month            ",122 m²,4 rooms,JLG Real Estate ,https://www.pararius.com/real-estate-agents/amsterdam/jlg-real-estate
Apartment Vondelstraat 170 II,            1054 GV Amsterdam (Vondelbuurt)        ,"                €2,400 per month            ",91 m²,3 rooms,Voogd Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/voogd-makelaardij
Apartment Groenhoedenveem,            1019 HM Amsterdam (Oostelijk Havengebied)        ,"                €2,750 per month            ",137 m²,3 rooms,Engel en Volkers Amsterdam Centrum ,https://www.pararius.com/real-estate-agents/amsterdam/engel-en-volkers-amsterdam-centrum
Apartment Albrecht Dürerstraat,            1077 LS Amsterdam (Apollobuurt)        ,"                €2,850 per month            ",130 m²,5 rooms,CS Housing ,https://www.pararius.com/real-estate-agents/amsterdam/cs-housing
Apartment Nassaukade 15 IV,            1052 CG Amsterdam (Staatsliedenbuurt)        ,"                €1,550 per month            ",35 m²,2 rooms,Makelaarshuis Amsterdam - Zaanstad ,https://www.pararius.com/real-estate-agents/amsterdam/makelaarshuis-amsterdam-zaanstad
Apartment Leen Jongewaardkade,            1031 HS Amsterdam (Noordelijke IJ-oevers West)        ,"                €2,950 per month            ",150 m²,5 rooms,Hausing ,https://www.pararius.com/real-estate-agents/amsterdam/hausing
Apartment Rozengracht,            1016 SZ Amsterdam (Jordaan)        ,"                €2,800 per month            ",80 m²,2 rooms,Expats. Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expats-amsterdam-rentals-2
Apartment Vespuccistraat,            1056 SJ Amsterdam (Van Galenbuurt)        ,"                €1,950 per month            ",60 m²,2 rooms,Expat Rentals Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/expat-rentals-amsterdam
Apartment Memeleiland,            1014 ZL Amsterdam (Houthavens)        ,"                €2,150 per month            ",75 m²,3 rooms,Expats. Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expats-amsterdam-rentals-2
Apartment Achtersteven,            1034 VC Amsterdam (Banne Buiksloot)        ,"                €1,500 per month            ",80 m²,2 rooms,Rebid ,https://www.pararius.com/real-estate-agents/amsterdam/rebid
Apartment Badhuiskade,            1031 KV Amsterdam (Noordelijke IJ-oevers West)        ,"                €2,900 per month            ",80 m²,3 rooms,Rebid ,https://www.pararius.com/real-estate-agents/amsterdam/rebid
Apartment De Lierhof,            1059 WC Amsterdam (Westlandgracht)        ,"                €2,500 per month            ",120 m²,3 rooms,Interhouse verhuurmakelaars Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/interhouse-verhuurmakelaars-amsterdam
House Karnstraat,            1097 XC Amsterdam (Betondorp)        ,"                €2,000 per month            ",80 m²,4 rooms,Rosmuller Makelaars ,https://www.pararius.com/real-estate-agents/amsterdam/rosmuller-makelaars
Apartment Marnixstraat,            1016 TC Amsterdam (Jordaan)        ,"                €5,500 per month            ",143 m²,3 rooms,City Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/city-housing-amsterdam
House Aalbersestraat 7,            1067 GB Amsterdam (Geuzenveld)        ,"                €2,500 per month            ",104 m²,5 rooms,LDB Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/ldb-makelaardij
Apartment Brouwersgracht,            1013 HD Amsterdam (Haarlemmerbuurt)        ,"                €2,750 per month            ",135 m²,3 rooms,Grand Apartments Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/grand-apartments-amsterdam
Apartment Eerste Sweelinckstraat,            1073 CM Amsterdam (Oude Pijp)        ,"                €2,350 per month            ",91 m²,4 rooms,BIC Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/bic-makelaardij
Apartment Graafschapstraat,            1079 PE Amsterdam (Scheldebuurt)        ,"                €3,250 per month            ",163 m²,5 rooms,Amstel Housing Amsterdam ,https://www.pararius.com/real-estate-agents/amstelveen/amstel-housing-amsterdam
Apartment Westerdok,            1013 BV Amsterdam (Haarlemmerbuurt)        ,"                €2,100 per month            ",90 m²,3 rooms,Alcoco.nl ,https://www.pararius.com/real-estate-agents/amsterdam/alcoco-nl
Apartment Lange Leidsedwarsstraat,            1017 NL Amsterdam (De Weteringschans)        ,"                €1,900 per month            ",50 m²,2 rooms,Oei Housing Amsterdam - Expat Apartments ,https://www.pararius.com/real-estate-agents/amsterdam/oei-housing-amsterdam-expat-apartments
Studio Holendrechtstraat,            1078 TT Amsterdam (IJselbuurt)        ,"                €1,605 per month            ",40 m²,1 room,Humij B.V. ,https://www.pararius.com/real-estate-agents/amsterdam/humij-b-v
Apartment Gietersstraat,            1015 HB Amsterdam (Jordaan)        ,"                €3,495 per month            ",100 m²,2 rooms,Oei Housing Amsterdam - Expat Apartments ,https://www.pararius.com/real-estate-agents/amsterdam/oei-housing-amsterdam-expat-apartments
Apartment Singel,            1016 AE Amsterdam (Grachtengordel-West)        ,"                €2,195 per month            ",75 m²,4 rooms,Interhouse verhuurmakelaars Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/interhouse-verhuurmakelaars-amsterdam
Apartment Claus van Amsbergstraat,"            1102 AZ Amsterdam (Bijlmer Centrum (D,F,H))        ","                €2,500 per month            ",139 m²,4 rooms,Expats. Amsterdam Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/expats-amsterdam-rentals-2
Apartment Nieuwezijds Voorburgwal 308 E,            1012 RV Amsterdam (Burgwallen-Nieuwe Zijde)        ,"                €2,500 per month            ",96 m²,3 rooms,Amsterdam Housing ,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-housing
Apartment Graafschapstraat 28,            1079 PE Amsterdam (Scheldebuurt)        ,"                €2,400 per month            ",95 m²,3 rooms,Forte Makelaars ,https://www.pararius.com/real-estate-agents/amstelveen/forte-makelaars
Apartment Stolwijkstraat,            1059 XS Amsterdam (Hoofddorppleinbuurt)        ,"                €2,500 per month            ",102 m²,4 rooms,HB Housing ,https://www.pararius.com/real-estate-agents/amsterdam/hb-housing-amsterdam
Apartment Boutenburg,            1068 ZE Amsterdam (Osdorp-Oost)        ,"                €1,650 per month            ",67 m²,3 rooms,HB Housing ,https://www.pararius.com/real-estate-agents/amsterdam/hb-housing-amsterdam
Apartment Nieuwe Achtergracht,            1018 WS Amsterdam (Weesperbuurt/Plantage)        ,"                €2,450 per month            ",115 m²,4 rooms,Koops Makelaardij Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/koops-makelaardij-amsterdam-2
Apartment Deurloostraat,            1078 JG Amsterdam (Scheldebuurt)        ,"                €4,000 per month            ",90 m²,3 rooms,I-housing ,https://www.pararius.com/real-estate-agents/amsterdam/i-housing
Apartment Titiaanstraat,            1077 RL Amsterdam (Apollobuurt)        ,"                €5,000 per month            ",171 m²,7 rooms,Von Poll Real Estate - Zuidas ,https://www.pararius.com/real-estate-agents/amsterdam/von-poll-real-estate-zuidas
Apartment Javakade 142,            1019 RW Amsterdam (Oostelijk Havengebied)        ,"                €2,250 per month            ",123 m²,4 rooms,Isaak Makelaardij o.g. B.V. ,https://www.pararius.com/real-estate-agents/amsterdam/isaak-makelaardij-o-g-b-v-amsterdam
Apartment Achillesstraat 124,            1076 RJ Amsterdam (Stadionbuurt)        ,"                €2,400 per month            ",95 m²,3 rooms,Jaap Admiraal makelaardij B.V. ,https://www.pararius.com/real-estate-agents/amsterdam/jaap-admiraal-makelaardij-b-v
Apartment Rustenburgerstraat,            1072 GX Amsterdam (Nieuwe Pijp)        ,"                €2,100 per month            ",62 m²,3 rooms,Valerius Rentals ,https://www.pararius.com/real-estate-agents/amsterdam/valerius-rentals
Apartment IJburglaan 587,            1087 BS Amsterdam (IJburg West)        ,"                €1,650 per month            ",93 m²,3 rooms,Linger OG ,https://www.pararius.com/real-estate-agents/amsterdam/linger-og
Apartment Noordermarkt 13 2,            1015 MX Amsterdam (Jordaan)        ,"                €3,500 per month            ",122 m²,3 rooms,Holland Home Management ,https://www.pararius.com/real-estate-agents/amsterdam/holland-home-management
Apartment Leliegracht,            1015 DE Amsterdam (Grachtengordel-West)        ,"                €2,450 per month            ",80 m²,3 rooms,Expatservice Amsterdam ,https://www.pararius.com/real-estate-agents/amsterdam/expatservice-amsterdam
Apartment Pretoriusstraat,            1092 EX Amsterdam (Transvaalbuurt)        ,"                €1,695 per month            ",65 m²,2 rooms,City Homes ,https://www.pararius.com/real-estate-agents/amsterdam/amsterdam-city-homes
Apartment Oostenburgervoorstraat,            1018 MN Amsterdam (Oostelijke Eilanden/Kadijken)        ,"                €3,950 per month            ",140 m²,4 rooms,Oei Housing Amsterdam - Expat Apartments ,https://www.pararius.com/real-estate-agents/amsterdam/oei-housing-amsterdam-expat-apartments
Apartment Van Ostadestraat,            1072 TG Amsterdam (Nieuwe Pijp)        ,"                €5,500 per month            ",180 m²,5 rooms,Brixt ,https://www.pararius.com/real-estate-agents/amsterdam-duivendrecht/brixt
Apartment Valkenburgerstraat,            1011 NC Amsterdam (Nieuwmarkt/Lastage)        ,"                €2,500 per month            ",85 m²,3 rooms,Von Poll Real Estate - Centrum ,https://www.pararius.com/real-estate-agents/amsterdam/von-poll-real-estate-centrum
Apartment Jan Hanzenstraat,            1053 SK Amsterdam (Kinkerbuurt)        ,"                €1,700 per month            ",48 m²,2 rooms,BIC Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/bic-makelaardij
Apartment Wenslauerstraat,            1053 BA Amsterdam (Kinkerbuurt)        ,"                €1,700 per month            ",38 m²,2 rooms,BIC Makelaardij ,https://www.pararius.com/real-estate-agents/amsterdam/bic-makelaardij
Apartment Vechtstraat 184 HS,            1079 JW Amsterdam (Rijnbuurt)        ,"                €1,850 per month            ",92 m²,3 rooms,Rent a Stone ,https://www.pararius.com/real-estate-agents/den-haag/rent-a-stone
